id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,inventory
954,G3SG1 | 黑暗豹纹 (久经沙场),久经沙场,军规级,3.98,8.08,21,3,-18.27,-33.33,8080
955,G3SG1 | 黑暗豹纹 (略有磨损),略有磨损,军规级,6.79,8.22,23,1,+28.11,+27.39,27078
956,G3SG1 | 橙光冲击 (战痕累累),战痕累累,军规级,1.59,6.82,25,169,-4.22,-54.57,16429
957,G3SG1 | 橙光冲击 (崭新出厂),崭新出厂,军规级,5.08,7.61,160,359,+0.99,-26.16,91039
1058,加利尔 AR | 冷石 (崭新出厂),崭新出厂,受限,258.5,349.18,137,34,+30.23,-0.15,22198
1059,加利尔 AR | 冷石 (久经沙场),久经沙场,受限,15.69,22.74,203,20,+12.07,-1.32,142377
1060,加利尔 AR | 冷石 (略有磨损),略有磨损,受限,34.5,50.0,210,37,+7.48,-1.43,83661
1061,加利尔 AR | 冷石 (破损不堪),破损不堪,受限,12.16,19.01,59,7,+4.02,-14.12,22168
1062,加利尔 AR | ~甜甜的~ (战痕累累),战痕累累,保密,470.0,467.97,4,1,,+4.44,406
1063,加利尔 AR | ~甜甜的~ (崭新出厂),崭新出厂,保密,1799.45,2729.3,63,14,+11.08,-12.55,8159
1064,加利尔 AR | ~甜甜的~ (久经沙场),久经沙场,保密,357.9,489.81,49,7,-0.29,-8.70,4527
1065,加利尔 AR | ~甜甜的~ (略有磨损),略有磨损,保密,495.0,682.43,56,12,+19.28,-9.85,6659
1066,加利尔 AR | ~甜甜的~ (破损不堪),破损不堪,保密,400.0,575.01,3,2,-13.04,-9.91,418
1067,加利尔 AR | 燕尾 (战痕累累),战痕累累,军规级,2.75,4.43,40,43,+16.03,+10.44,67635
1068,加利尔 AR | 燕尾 (崭新出厂),崭新出厂,军规级,25.7,33.89,850,29,+26.00,+6.33,246613
1069,加利尔 AR | 燕尾 (久经沙场),久经沙场,军规级,4.4,7.39,337,113,+10.00,-7.17,386092
1070,加利尔 AR | 燕尾 (略有磨损),略有磨损,军规级,14.5,18.88,290,38,+21.95,+12.40,278661
1071,加利尔 AR | 燕尾 (破损不堪),破损不堪,军规级,4.48,7.09,22,16,+21.08,-8.57,18938
1072,加利尔 AR | 都市瓦砾 (战痕累累),战痕累累,工业级,199.89,94.26,6,3,,,818
1073,加利尔 AR | 都市瓦砾 (崭新出厂),崭新出厂,工业级,205.0,307.11,23,8,-10.48,-35.94,4967
1074,加利尔 AR | 都市瓦砾 (略有磨损),略有磨损,工业级,71.0,88.67,20,6,-2.74,+9.23,7875
1075,加利尔 AR | 都市瓦砾 (破损不堪),破损不堪,工业级,150.0,83.12,6,4,-8.48,-8.48,995
1076,加利尔 AR | 多变迷彩 (战痕累累),战痕累累,工业级,0.34,0.55,38,129,-15.00,+17.24,124869
1077,加利尔 AR | 多变迷彩 (崭新出厂),崭新出厂,工业级,2.99,3.92,541,163,+34.69,-11.80,341251
1078,加利尔 AR | 多变迷彩 (久经沙场),久经沙场,工业级,0.25,0.55,273,296,-3.85,-10.71,1096541
1079,加利尔 AR | 多变迷彩 (略有磨损),略有磨损,工业级,0.58,0.83,205,105,+18.37,+38.09,583314
1080,加利尔 AR | 多变迷彩 (破损不堪),破损不堪,工业级,0.48,0.56,51,40,+84.61,+50.00,61215
1081,加利尔 AR | 冬之森林 (战痕累累),战痕累累,工业级,798.0,257.29,2,2,,,619
1082,加利尔 AR | 冬之森林 (崭新出厂),崭新出厂,工业级,5888.0,9415.99,2,2,,-35.30,120
1083,加利尔 AR | 冬之森林 (久经沙场),久经沙场,工业级,287.5,256.77,13,3,+0.88,+43.87,2833
1084,加利尔 AR | 冬之森林 (略有磨损),略有磨损,工业级,464.0,498.38,15,4,,+32.95,1188
1085,加利尔 AR | 冬之森林 (破损不堪),破损不堪,工业级,0,288.54,0,1,,,457
1086,伽玛 2 号武器箱,,普通级,20.27,30.99,2147,824,+5.29,-10.92,
1087,伽玛武器箱,,普通级,20.95,32.05,1977,1824,+5.99,-8.13,
1088,格洛克 18 型 | 蓝色裂纹 (战痕累累),战痕累累,军规级,17.48,26.58,37,36,-1.74,+14.47,7547
1089,格洛克 18 型 | 蓝色裂纹 (崭新出厂),崭新出厂,军规级,298.99,368.55,28,2,-15.06,-14.57,1698
1090,格洛克 18 型 | 蓝色裂纹 (久经沙场),久经沙场,军规级,16.0,23.84,269,3,-5.10,-7.78,59982
1091,格洛克 18 型 | 蓝色裂纹 (略有磨损),略有磨损,军规级,50.0,69.23,252,31,+25.57,-10.39,40849
1092,格洛克 18 型 | 蓝色裂纹 (破损不堪),破损不堪,军规级,17.4,24.15,24,3,-2.41,-8.13,4530
1093,格洛克 18 型 | 黄铜 (战痕累累),战痕累累,受限,339.5,277.09,14,1,,-2.67,1701
1094,格洛克 18 型 | 黄铜 (崭新出厂),崭新出厂,受限,2191.83,2611.25,24,2,+33.28,-0.24,1799
1095,格洛克 18 型 | 黄铜 (久经沙场),久经沙场,受限,257.52,363.86,48,8,+32.78,-12.79,7192
1096,格洛克 18 型 | 黄铜 (略有磨损),略有磨损,受限,489.0,762.93,44,7,+10.13,-30.09,3787
1097,格洛克 18 型 | 黄铜 (破损不堪),破损不堪,受限,256.0,338.22,9,1,-0.39,-21.23,2475
1098,格洛克 18 型 | 本生灯 (战痕累累),战痕累累,军规级,4.44,7.39,165,10,+11.00,-32.62,88475
1099,格洛克 18 型 | 本生灯 (崭新出厂),崭新出厂,军规级,58.0,88.01,183,35,+76.34,+18.44,56226
1100,格洛克 18 型 | 本生灯 (略有磨损),略有磨损,军规级,7.19,10.83,187,11,+3.31,+7.96,195818
1101,格洛克 18 型 | 本生灯 (破损不堪),破损不堪,军规级,5.95,8.31,48,2,+0.51,-0.34,19501
1102,格洛克 18 型 | 红苹果 (崭新出厂),崭新出厂,军规级,16.0,24.39,3048,223,+9.59,-1.84,722849
1103,格洛克 18 型 | 红苹果 (久经沙场),久经沙场,军规级,6.99,11.38,257,73,+7.54,+7.87,167636
1104,格洛克 18 型 | 红苹果 (略有磨损),略有磨损,军规级,8.96,12.5,986,67,+5.79,+7.95,607880
1105,格洛克 18 型 | 亡者之寝 (战痕累累),战痕累累,军规级,9.38,8.82,12,25,+74.35,-5.82,10059
1106,格洛克 18 型 | 亡者之寝 (崭新出厂),崭新出厂,军规级,38.67,49.41,198,33,+51.82,-0.77,109553
1107,格洛克 18 型 | 亡者之寝 (久经沙场),久经沙场,军规级,5.15,8.31,126,8,+7.97,-12.71,142007
1158,格洛克 18 型 | 钢铁禁锢 (略有磨损),略有磨损,受限,219.0,298.4,49,2,+16.53,-17.36,12733
1159,格洛克 18 型 | 暮光星系 (崭新出厂),崭新出厂,保密,6800.0,10007.32,73,4,+1.49,-19.05,6893
1160,格洛克 18 型 | 暮光星系 (久经沙场),久经沙场,保密,2400.0,6345.59,4,1,-14.29,-11.11,465
1161,格洛克 18 型 | 暮光星系 (略有磨损),略有磨损,保密,1728.13,2729.3,40,4,-3.43,-19.51,3128
1162,格洛克 18 型 | 荒野反叛 (战痕累累),战痕累累,隐秘,685.0,1028.68,10,10,+14.26,-14.21,4687
1163,格洛克 18 型 | 荒野反叛 (崭新出厂),崭新出厂,隐秘,820.0,1195.0,145,29,+8.04,-10.31,32867
1164,格洛克 18 型 | 荒野反叛 (久经沙场),久经沙场,隐秘,689.9,984.9,60,43,+11.54,-6.00,57001
1165,格洛克 18 型 | 荒野反叛 (略有磨损),略有磨损,隐秘,698.0,1028.68,105,37,+8.22,-6.93,55314
1166,格洛克 18 型 | 荒野反叛 (破损不堪),破损不堪,隐秘,699.49,1014.65,8,6,,-6.73,3572
1167,格洛克 18 型 | 水灵 (战痕累累),战痕累累,保密,119.5,156.09,32,27,+14.35,-5.79,25383
1168,格洛克 18 型 | 水灵 (崭新出厂),崭新出厂,保密,399.9,591.46,253,30,+16.42,+44.75,66444
1169,格洛克 18 型 | 水灵 (久经沙场),久经沙场,保密,122.5,169.76,491,46,+2.09,-7.89,237389
1170,格洛克 18 型 | 水灵 (略有磨损),略有磨损,保密,128.48,180.59,631,34,+10.76,-5.39,189987
1171,格洛克 18 型 | 水灵 (破损不堪),破损不堪,保密,119.99,165.64,17,25,+0.15,-14.29,9545
1172,格洛克 18 型 | 鼬鼠 (战痕累累),战痕累累,受限,5.89,9.1,66,96,-9.11,-18.98,63226
1173,格洛克 18 型 | 鼬鼠 (崭新出厂),崭新出厂,受限,279.32,367.61,73,29,+43.61,-3.52,26756
1174,格洛克 18 型 | 鼬鼠 (久经沙场),久经沙场,受限,7.2,10.27,535,74,+15.94,-4.00,270293
1175,格洛克 18 型 | 鼬鼠 (略有磨损),略有磨损,受限,11.3,16.62,229,48,+1.44,-13.08,134806
1176,格洛克 18 型 | 鼬鼠 (破损不堪),破损不堪,受限,5.95,8.97,75,123,-0.50,-20.67,104002
1177,格洛克 18 型 | 幻影冥魂 (战痕累累),战痕累累,军规级,2.5,4.31,30,104,-0.40,+20.19,47174
1178,格洛克 18 型 | 幻影冥魂 (崭新出厂),崭新出厂,军规级,84.0,129.75,110,74,+31.50,-22.13,34144
1179,格洛克 18 型 | 幻影冥魂 (久经沙场),久经沙场,军规级,3.5,4.97,167,168,+48.30,+65.09,181998
1180,格洛克 18 型 | 幻影冥魂 (略有磨损),略有磨损,军规级,6.86,10.35,103,36,+14.72,-18.04,105333
1181,格洛克 18 型 | 幻影冥魂 (破损不堪),破损不堪,军规级,3.97,5.26,21,4,+2.05,-5.24,12648
1182,手套武器箱,,普通级,104.79,147.78,2843,923,+37.57,+14.38,
1183,猎杀者武器箱,,普通级,60.0,92.0,292,342,+9.09,-9.71,
1184,2017年克拉科夫锦标赛死城之迷纪念包,,普通级,280.0,580.01,5,4,,,
1185,2017年克拉科夫锦标赛挑战组（全息/闪亮）,,普通级,168.94,205.59,67,101,,-0.58,
1186,2017年克拉科夫锦标赛挑战组亲笔签名胶囊,,普通级,129.4,197.91,277,132,+1.25,-10.63,
1187,2017年克拉科夫锦标赛古堡激战纪念包,,普通级,8150.0,8999.0,15,5,,-13.29,
1188,2017年克拉科夫锦标赛炼狱小镇纪念包,,普通级,338.0,299.5,4,7,,-2.54,
1189,2017年克拉科夫锦标赛传奇（全息/闪亮）,,普通级,145.99,184.27,69,114,-2.98,-4.69,
1190,2017年克拉科夫锦标赛传奇亲笔签名胶囊,,普通级,149.4,237.93,388,177,+4.28,-2.67,
1191,2017年克拉科夫锦标赛荒漠迷城纪念包,,普通级,789.49,272.97,7,4,,,
1192,2017年克拉科夫锦标赛核子危机纪念包,,普通级,599.5,654.17,10,4,,,
1193,2017年克拉科夫锦标赛死亡游乐园纪念包,,普通级,550.0,712.21,10,4,,,
1194,2017年克拉科夫锦标赛列车停放站纪念包,,普通级,368.1,204.72,14,4,-0.04,-0.04,
1195,M4A1 消音型 | 原子合金 (战痕累累),战痕累累,保密,202.5,253.08,17,1,-4.39,-8.29,3576
1196,M4A1 消音型 | 原子合金 (崭新出厂),崭新出厂,保密,1318.0,1910.87,109,5,+17.73,-13.21,10574
1197,M4A1 消音型 | 原子合金 (久经沙场),久经沙场,保密,182.48,256.46,200,10,-0.28,-8.99,42700
1198,M4A1 消音型 | 原子合金 (略有磨损),略有磨损,保密,325.5,443.57,308,15,+12.24,-14.09,40244
1199,M4A1 消音型 | 原子合金 (破损不堪),破损不堪,保密,197.42,243.01,20,5,-4.49,-17.74,7031
1200,M4A1 消音型 | 翼蜥 (战痕累累),战痕累累,受限,48.0,69.13,49,2,-7.28,-11.41,15216
1201,M4A1 消音型 | 翼蜥 (崭新出厂),崭新出厂,受限,479.81,682.45,121,11,+43.23,+14.38,33241
1202,M4A1 消音型 | 翼蜥 (久经沙场),久经沙场,受限,52.0,73.4,348,50,+6.56,-1.89,103534
1203,M4A1 消音型 | 翼蜥 (略有磨损),略有磨损,受限,80.9,114.82,301,24,+30.48,+17.59,91146
1204,M4A1 消音型 | 翼蜥 (破损不堪),破损不堪,受限,87.79,81.92,11,6,+35.46,+29.18,4692
1205,M4A1 消音型 | 血虎 (崭新出厂),崭新出厂,军规级,189.9,268.54,244,96,+13.43,-15.59,58833
1206,M4A1 消音型 | 血虎 (久经沙场),久经沙场,军规级,34.8,47.7,55,4,+3.26,-8.08,17515
1207,M4A1 消音型 | 血虎 (略有磨损),略有磨损,军规级,33.46,47.7,195,50,+2.32,-9.57,60046
1457,MAC-10 | 棕榈色 (战痕累累),战痕累累,工业级,0.13,0.39,85,271,-38.09,-13.33,245228
1458,MAC-10 | 棕榈色 (崭新出厂),崭新出厂,工业级,50.0,61.69,28,34,+69.49,+6.38,17212
1459,MAC-10 | 棕榈色 (久经沙场),久经沙场,工业级,0.16,0.42,522,540,-5.88,-5.88,1447879
1460,MAC-10 | 棕榈色 (略有磨损),略有磨损,工业级,0.99,1.98,238,143,-9.17,-43.75,350382
1461,MAC-10 | 棕榈色 (破损不堪),破损不堪,工业级,0.11,0.41,51,569,-31.25,-26.67,167498
1462,MAC-10 | 冉吉 (战痕累累),战痕累累,军规级,1.59,3.61,29,11,-10.17,-29.33,9253
1463,MAC-10 | 冉吉 (崭新出厂),崭新出厂,军规级,18.3,22.2,97,63,+33.58,-11.38,81823
1464,MAC-10 | 冉吉 (久经沙场),久经沙场,军规级,1.55,2.91,99,13,-20.92,+4.03,127582
1465,MAC-10 | 冉吉 (略有磨损),略有磨损,军规级,2.54,3.29,99,76,+27.00,+16.51,83642
1466,MAC-10 | 冉吉 (破损不堪),破损不堪,军规级,1.88,2.73,15,12,-3.09,+6.82,14456
1467,MAC-10 | 银质 (略有磨损),略有磨损,工业级,1.77,2.89,133,577,+2.31,-13.66,75802
1468,MAC-10 | 烧尽 (战痕累累),战痕累累,受限,71.6,62.93,9,1,,-0.56,742
1469,MAC-10 | 烧尽 (崭新出厂),崭新出厂,受限,155.0,200.0,25,4,+29.17,-2.52,10076
1470,MAC-10 | 烧尽 (久经沙场),久经沙场,受限,37.88,53.89,17,1,+8.69,-19.39,14816
1471,MAC-10 | 烧尽 (略有磨损),略有磨损,受限,58.78,65.6,16,18,+24.53,-21.80,18040
1472,MAC-10 | 烧尽 (破损不堪),破损不堪,受限,47.88,68.92,15,3,-3.37,-6.78,1223
1473,MAC-10 | 狂哮飓风 (战痕累累),战痕累累,消费级,13.97,23.28,18,3,-8.15,-14.56,2654
1474,MAC-10 | 狂哮飓风 (崭新出厂),崭新出厂,消费级,1500.0,1571.94,4,2,,-50.00,275
1475,MAC-10 | 狂哮飓风 (久经沙场),久经沙场,消费级,25.0,23.74,14,5,+37.66,+35.94,10034
1476,MAC-10 | 狂哮飓风 (略有磨损),略有磨损,消费级,47.9,69.17,18,8,-31.45,+3.93,3619
1477,MAC-10 | 致命紫罗兰 (战痕累累),战痕累累,军规级,47.36,47.79,27,8,-35.53,+80.42,4636
1478,MAC-10 | 致命紫罗兰 (崭新出厂),崭新出厂,军规级,319.0,507.63,11,2,+0.16,+6.51,1026
1479,MAC-10 | 致命紫罗兰 (久经沙场),久经沙场,军规级,33.89,47.4,22,19,+14.61,+25.38,23691
1480,MAC-10 | 致命紫罗兰 (略有磨损),略有磨损,军规级,48.0,68.34,65,13,+20.06,-43.53,13154
1481,MAC-10 | 致命紫罗兰 (破损不堪),破损不堪,军规级,35.0,45.54,8,4,+6.12,-20.45,3708
1482,MAC-10 | 都市 DDPAT (战痕累累),战痕累累,消费级,19.12,19.93,11,6,-11.97,-45.20,2453
1483,MAC-10 | 都市 DDPAT (崭新出厂),崭新出厂,消费级,345.0,499.99,6,2,,-1.00,453
1484,MAC-10 | 都市 DDPAT (久经沙场),久经沙场,消费级,12.16,15.92,26,1,-10.32,-30.20,11315
1485,MAC-10 | 都市 DDPAT (略有磨损),略有磨损,消费级,32.65,37.6,18,8,-0.73,+2.38,4575
1486,MAC-10 | 都市 DDPAT (破损不堪),破损不堪,消费级,19.9,21.56,16,2,-4.79,-4.79,1635
1487,2016年 MLG 哥伦布锦标赛死城之谜纪念包,,普通级,900.0,771.54,5,4,,,
1488,2016年 MLG 哥伦布锦标赛挑战组（全息/闪亮）,,普通级,276.48,422.93,96,73,,+1.34,
1489,2016年 MLG 哥伦布锦标赛古堡激战纪念包,,普通级,9696.5,10286.31,6,5,-0.51,-1.67,
1490,2016年 MLG 哥伦布锦标赛炼狱小镇纪念包,,普通级,280.26,353.82,1,4,,-20.00,
1491,2016年 MLG 哥伦布锦标赛传奇（全息/闪亮）,,普通级,287.5,377.15,47,42,-0.30,-4.37,
1492,2016年 MLG 哥伦布锦标赛荒漠迷城纪念包,,普通级,863.5,378.7,1,4,,,
1493,2016年 MLG 哥伦布锦标赛核子危机纪念包,,普通级,2500.0,3343.37,3,32,,,
1494,2016年 MLG 哥伦布锦标赛死亡游乐园纪念包,,普通级,1999.0,884.6,1,2,,,
1495,MP7 | 非洲部落 (战痕累累),战痕累累,军规级,2.21,3.94,29,6,-20.79,-25.09,36585
1496,MP7 | 非洲部落 (崭新出厂),崭新出厂,军规级,28.0,36.86,99,124,+28.56,-43.98,41101
1497,MP7 | 非洲部落 (久经沙场),久经沙场,军规级,2.17,4.25,81,33,-3.98,+0.46,178171
1498,MP7 | 非洲部落 (略有磨损),略有磨损,军规级,3.1,4.94,80,1,+24.50,-16.89,90019
1499,MP7 | 非洲部落 (破损不堪),破损不堪,军规级,2.66,5.57,34,4,-6.64,-45.95,12106
1500,MP7 | 深蓝电镀处理 (崭新出厂),崭新出厂,军规级,34.5,39.67,199,125,+187.50,+154.99,773484
1501,MP7 | 深蓝电镀处理 (略有磨损),略有磨损,军规级,12.61,31.76,16,10,+5.17,+16.33,23719
1552,MP7 | 橄榄格纹 (略有磨损),略有磨损,消费级,28.0,38.12,7,1,-3.11,-6.04,2906
1553,MP7 | 橄榄格纹 (破损不堪),破损不堪,消费级,78.98,55.4,6,1,,,445
1554,MP7 | 橘皮涂装 (战痕累累),战痕累累,工业级,199.49,156.74,4,3,,,805
1555,MP7 | 橘皮涂装 (崭新出厂),崭新出厂,工业级,0,511.76,0,1,,,247
1556,MP7 | 橘皮涂装 (久经沙场),久经沙场,工业级,130.0,181.99,11,7,-31.25,-34.83,5254
1607,MP9 | 焦油缠绕 (略有磨损),略有磨损,受限,7.29,11.08,187,24,+4.59,-17.16,117389
1608,MP9 | 焦油缠绕 (破损不堪),破损不堪,受限,5.9,8.64,27,28,+0.51,-10.33,17449
1609,MP9 | 绿色格纹 (战痕累累),战痕累累,消费级,64.9,63.33,5,1,-1.37,+29.80,689
1610,MP9 | 绿色格纹 (崭新出厂),崭新出厂,消费级,51.58,85.44,13,13,-6.86,-35.28,2920
1611,MP9 | 绿色格纹 (久经沙场),久经沙场,消费级,20.9,32.75,4,3,,,4861
1612,MP9 | 绿色格纹 (略有磨损),略有磨损,消费级,31.68,43.21,7,1,-0.32,-4.00,3123
1613,MP9 | 绿色格纹 (破损不堪),破损不堪,消费级,249.49,67.97,3,2,,,394
1614,MP9 | 赤红新星 (崭新出厂),崭新出厂,军规级,1455.0,2115.31,116,14,+4.00,-28.94,17569
1615,MP9 | 赤红新星 (略有磨损),略有磨损,军规级,1997.0,2358.79,7,1,-0.05,-0.12,402
1616,MP9 | 蛊惑之色 (崭新出厂),崭新出厂,受限,168.9,223.92,121,2,+19.18,-12.43,36453
1617,MP9 | 蛊惑之色 (略有磨损),略有磨损,受限,243.0,226.75,5,1,,+5.66,1213
1618,MP9 | 橘皮涂装 (战痕累累),战痕累累,工业级,0.29,0.63,84,54,,,216714
1619,MP9 | 橘皮涂装 (崭新出厂),崭新出厂,工业级,48.99,56.81,45,24,+36.08,-20.55,17832
1620,MP9 | 橘皮涂装 (久经沙场),久经沙场,工业级,0.26,0.54,599,317,-16.13,-13.33,1377930
1621,MP9 | 橘皮涂装 (略有磨损),略有磨损,工业级,1.0,1.81,137,662,-23.66,-21.88,341787
1622,MP9 | 橘皮涂装 (破损不堪),破损不堪,工业级,0.29,0.59,79,35,+7.41,+3.57,152693
1623,MP9 | 潘多拉魔盒 (崭新出厂),崭新出厂,军规级,1169.89,1780.38,45,14,-5.18,-21.09,5501
1624,MP9 | 潘多拉魔盒 (略有磨损),略有磨损,军规级,1099.79,1487.66,8,4,-0.01,-0.02,1606
1625,MP9 | 铁血玫瑰 (崭新出厂),崭新出厂,受限,134.39,188.31,168,10,+30.48,-10.39,37542
1626,MP9 | 铁血玫瑰 (久经沙场),久经沙场,受限,46.45,68.26,19,9,-2.68,-13.84,4356
1627,MP9 | 铁血玫瑰 (略有磨损),略有磨损,受限,47.82,72.27,77,3,+23.09,-12.26,24427
1628,MP9 | 红宝石毒镖 (战痕累累),战痕累累,受限,10.06,12.47,46,14,-13.20,-25.43,4942
1629,MP9 | 红宝石毒镖 (崭新出厂),崭新出厂,受限,43.0,58.16,258,45,+29.87,-9.21,71231
1630,MP9 | 红宝石毒镖 (久经沙场),久经沙场,受限,7.57,12.15,103,21,+8.30,-15.70,104228
1631,MP9 | 红宝石毒镖 (略有磨损),略有磨损,受限,13.99,18.3,138,30,+9.09,-8.71,118206
1632,MP9 | 红宝石毒镖 (破损不堪),破损不堪,受限,9.5,12.37,17,5,-4.04,-13.40,8514
1633,MP9 | 沙漠虚线 (战痕累累),战痕累累,消费级,0.03,0.21,187,1,-25.00,,771375
1634,MP9 | 沙漠虚线 (崭新出厂),崭新出厂,消费级,10.0,18.99,93,20,+4.71,-51.81,40466
1635,MP9 | 沙漠虚线 (久经沙场),久经沙场,消费级,0.02,0.21,698,428,-33.33,,3352104
1636,MP9 | 沙漠虚线 (略有磨损),略有磨损,消费级,0.24,0.55,289,431,+33.33,,982531
1637,MP9 | 沙漠虚线 (破损不堪),破损不堪,消费级,0.03,0.21,140,9,-25.00,+50.00,488644
1638,MP9 | 砂垢 (崭新出厂),崭新出厂,军规级,89.9,127.0,73,64,+38.31,+38.73,104737
1639,MP9 | 砂垢 (久经沙场),久经沙场,军规级,3.28,5.45,62,231,-4.37,+6.49,157203
1640,MP9 | 砂垢 (破损不堪),破损不堪,军规级,3.89,5.01,34,165,-21.25,+54.98,18876
1641,MP9 | 落日 (战痕累累),战痕累累,军规级,99.6,123.75,16,7,-5.14,-20.31,1778
1642,MP9 | 落日 (崭新出厂),崭新出厂,军规级,470.0,589.77,44,14,+24.02,-17.39,6824
1643,MP9 | 落日 (久经沙场),久经沙场,军规级,199.8,213.74,26,6,-11.55,-22.82,6719
1644,MP9 | 落日 (略有磨损),略有磨损,军规级,199.99,245.93,36,14,+2.35,-21.57,7052
1645,MP9 | 落日 (破损不堪),破损不堪,军规级,160.0,181.99,5,12,,-13.08,3323
1646,MP9 | 暴风呼啸 (战痕累累),战痕累累,消费级,5.2,6.1,29,3,-7.64,-30.20,19501
1647,MP9 | 暴风呼啸 (崭新出厂),崭新出厂,消费级,278.49,326.69,25,1,-5.43,-6.70,1626
1648,MP9 | 暴风呼啸 (久经沙场),久经沙场,消费级,6.48,7.99,78,19,+29.60,-26.20,87732
1649,MP9 | 暴风呼啸 (略有磨损),略有磨损,消费级,40.5,42.28,45,4,+12.81,-5.13,30147
1650,MP9 | 暴风呼啸 (破损不堪),破损不堪,消费级,8.93,7.95,18,6,+11.62,-14.71,13925
1651,音乐盒 | AWOLNATION - 就是我,,高级,20.0,27.6,301,18,-1.14,-18.93,
1702,P2000 | 火灵 (久经沙场),久经沙场,隐秘,498.7,702.6,46,6,+7.20,-10.06,20396
1703,P2000 | 火灵 (略有磨损),略有磨损,隐秘,491.9,738.83,60,9,-0.62,-13.53,15399
1704,P2000 | 火灵 (破损不堪),破损不堪,隐秘,750.0,873.55,2,3,-50.00,-50.00,1061
1705,P2000 | 坚毅大理石纹 (战痕累累),战痕累累,工业级,1.08,1.53,33,140,+71.43,+33.33,157571
1706,P2000 | 坚毅大理石纹 (崭新出厂),崭新出厂,工业级,109.99,130.0,34,40,+59.87,-16.67,10486
1757,P2000 | 致命红蝎 (崭新出厂),崭新出厂,受限,859.5,1214.68,74,10,+15.37,+2.32,16537
1758,P2000 | 致命红蝎 (略有磨损),略有磨损,受限,6000.0,542.22,1,2,,+386.22,348
1759,P2000 | 银质 (崭新出厂),崭新出厂,军规级,1999.49,2722.55,55,2,+3.17,-12.26,11811
1760,P2000 | 银质 (略有磨损),略有磨损,军规级,1050.0,2046.95,1,3,+31.25,-24.95,213
1761,P2000 | 草皮 (战痕累累),战痕累累,军规级,2.48,5.6,48,201,-4.25,-13.59,59913
1762,P2000 | 草皮 (崭新出厂),崭新出厂,军规级,120.0,183.13,83,17,+33.33,-13.36,26021
1763,P2000 | 草皮 (破损不堪),破损不堪,军规级,2.76,4.97,65,227,+7.39,-5.16,89805
1764,P2000 | 林间猎者 (战痕累累),战痕累累,受限,170.0,215.17,10,3,,+14.94,1488
1765,P2000 | 林间猎者 (崭新出厂),崭新出厂,受限,399.5,443.13,13,2,,+3.77,1463
